,Associated names,Authority,Bibliography,Culture/period,Curator's comments,Date,Denomination,Description,Inscriptions,Materials,Museum number,Object type,Production place,State,Subjects,Weight (g)
153,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1947,0606.1326",coin,Minted in: Cydonia,Roman Empire,,3.53
154,,Ruler:  Augustus (Octavian),BMC Greek (Crete) 35.p32,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,,coin,Minted in: Cydonia,Roman Empire,,5.59
155,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1927,0310.51",coin,Minted in: Knossos,Roman Empire,,6.47
156,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1947,0606.367",coin,Minted in: Knossos,Roman Empire,,6.86
157,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1947,0606.366",coin,Minted in: Knossos,Roman Empire,,5.97
158,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1927,0310.47",coin,Minted in: Knossos,Roman Empire,,4.99
159,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1947,0606.365",coin,Minted in: Knossos,Roman Empire,,4.64
160,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1920,0805.1463",coin,Minted in: Knossos,Roman Empire,,9.71
161,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1927,0310.52",coin,Minted in: Knossos,Roman Empire,,7.57
162,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1947,0606.361",coin,Minted in: Knossos,Roman Empire,,3.84
163,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1947,0504.360",coin,Minted in: Knossos,Roman Empire,,5.38
164,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1947,0504.12",coin,Minted in: Knossos,Roman Empire,,7.97
165,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1947,0606.739",coin,Minted in: Knossos,Roman Empire,,1.52
166,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1947,0606.738",coin,Minted in: Knossos,Roman Empire,,1.85
167,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1947,0606.737",coin,Minted in: Knossos,Roman Empire,,1.86
168,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1927,0803.15",coin,Minted in: Knossos,Roman Empire,,1.56
169,,Ruler:  Augustus (Octavian),"BMC Greek (Peloponnesus) 71, p.128",Roman Provincial,,27BC-14,,Alloy coin.,,alloy,,coin,Minted in: Sparta,Roman Empire,,2.06
170,,Ruler:  Augustus (Octavian),"BMC Greek (Peloponnesus) 18, p.24",Roman Provincial,,27BC-14,,Alloy coin.,,alloy,,coin,Minted in: Patrae,Roman Empire,,5.44
171,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1906,1007.22",coin,Minted in: Dyme,Roman Empire,,4.93
172,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1920,0805.1232",coin,Minted in: Dyme,Roman Empire,,3.49
173,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1920,0805.784",coin,Minted in: Corinth,Roman Empire,,8.73
174,,Ruler:  Augustus (Octavian),BMC Greek (Corinth) 503.p61,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,,coin,Minted in: Corinth,Roman Empire,,4.54
175,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1932,0702.2",coin,Minted in: Corinth,Roman Empire,,2.88
176,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1932,0702.1",coin,Minted in: Corinth,Roman Empire,,6.05
177,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1920,0805.807",coin,Minted in: Corinth,Roman Empire,,7.11
178,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1920,0805.808",coin,Minted in: Corinth,Roman Empire,,7.21
179,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1920,0805.806",coin,Minted in: Corinth,Roman Empire,,5.22
180,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1920,0805.803",coin,Minted in: Corinth,Roman Empire,,7.03
181,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1920,0805.802",coin,Minted in: Corinth,Roman Empire,,7.65
182,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1920,0805.805",coin,Minted in: Corinth,Roman Empire,,7.39
183,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1920,0805.804",coin,Minted in: Corinth,Roman Empire,,6.92
184,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1920,0805.811",coin,Minted in: Corinth,Roman Empire,,7.65
185,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1920,0805.812",coin,Minted in: Corinth,Roman Empire,,7.32
186,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1920,0805.810",coin,Minted in: Corinth,Roman Empire,,7.49
187,,Ruler:  Augustus (Octavian),BMC Greek (Corinth) 502.p61,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,,coin,Minted in: Corinth,Roman Empire,,7.72
188,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1920,0805.809",coin,Minted in: Corinth,Roman Empire,,7.3
189,,Ruler:  Augustus (Octavian),BMC Greek (Corinth) 500.p60,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,,coin,Minted in: Corinth,Roman Empire,,7.21
190,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1952,1208.15",coin,Minted in: Corinth,Roman Empire,,7.42
191,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1920,0805.779",coin,Minted in: Corinth,Roman Empire,,13.08
192,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1920,0611.234",coin,Minted in: Corinth,Roman Empire,,2.67
193,,Ruler:  Augustus (Octavian),BMC Greek (Corinth) 494.p59,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,,coin,Minted in: Corinth,Roman Empire,,3.16
194,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1921,1120.33",coin,Minted in: Chalkis,Roman Empire,,7.27
195,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1920,0805.291",coin,Minted in: Chalkis,Roman Empire,,6.45
196,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1920,0805.244",coin,Minted in: Tanagra,Roman Empire,,5.44
197,,Ruler:  Augustus (Octavian),BMC Greek (Central Greece) 53.p65,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,,coin,Minted in: Tanagra,Roman Empire,,7.15
198,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1906,1007.13",coin,Minted in: Nicopolis,Roman Empire,,2.75
199,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1909,0504.24",coin,Minted in: Nicopolis,Roman Empire,,2.42
200,,Ruler:  Augustus (Octavian),BMC Greek (Thessaly) p103.11,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,,coin,Minted in: Nicopolis,Roman Empire,,
201,,Ruler:  Augustus (Octavian),BMC Greek (Thessaly) p103.9,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,,coin,Minted in: Nicopolis,Roman Empire,,3.6
202,,Ruler:  Augustus (Octavian),BMC Greek (Thessaly) p102.5,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,,coin,Minted in: Nicopolis (Epirus),Roman Empire,,10.36
203,,Ruler:  Augustus (Octavian),BMC Greek (Thessaly) p102.4,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,,coin,Minted in: Nicopolis (Epirus),Roman Empire,,6.4
204,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1948,0607.6",coin,Minted in: Peparethus,Roman Empire,,4.82
205,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1933,0214.569",coin,Minted in: Magnetes,Roman Empire,,3.24
206,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1924,1016.45",coin,Minted in: Magnetes,Roman Empire,,3.3
207,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1934,0706.5",coin,Minted in: Magnetes,Roman Empire,,3.47
208,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1933,0214.179",coin,Minted in: Thessaly,Roman Empire,,9.31
209,,Ruler:  Augustus (Octavian),BMC Greek (Thessaly) p102.3,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,,coin,Minted in: Nicopolis (Epirus),Roman Empire,,9.32
210,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1932,0513.1",coin,Minted in: Thessaly,Roman Empire,,9.91
211,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1933,0214.178",coin,Minted in: Thessaly,Roman Empire,,13.38
212,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1933,0214.175",coin,Minted in: Thessaly,Roman Empire,,13.51
213,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1933,0214.177",coin,Minted in: Thessaly,Roman Empire,,5.87
214,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1933,0214.176",coin,Minted in: Thessaly,Roman Empire,,4.69
215,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1933,0214.169",coin,Minted in: Thessaly,Roman Empire,,7.85
216,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1909,0504.15",coin,Minted in: Thessaly,Roman Empire,,8.71
217,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1974,0102.14",coin,Minted in: Thessaloniki,Roman Empire,,4.39
218,,Ruler:  Augustus (Octavian),"BMC Greek (Macedonia) 72, p.116",Roman Provincial,,27BC-14,,Alloy coin.,,alloy,,coin,Minted in: Thessaloniki,Roman Empire,,5.19
219,,Ruler:  Augustus (Octavian),"BMC Greek (Macedonia) 71, p.116",Roman Provincial,,27BC-14,,Alloy coin.,,alloy,,coin,Minted in: Thessaloniki,Roman Empire,,5.12
220,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1905,0605.5",coin,Minted in: Thessaloniki,Roman Empire,,4.91
221,,Ruler:  Augustus (Octavian),"BMC Greek (Macedonia) 70, p.116",Roman Provincial,,27BC-14,,Alloy coin.,,alloy,,coin,Minted in: Thessaloniki,Roman Empire,,9.23
222,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1958,0304.97",coin,Minted in: Thessaloniki,Roman Empire,,6.74
223,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1958,0304.96",coin,Minted in: Thessaloniki,Roman Empire,,12.76
224,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1937,0614.5",coin,Minted in: Thessaloniki,Roman Empire,,6.3
225,,Ruler:  Augustus (Octavian),"BMC Greek (Macedonia) 61, p.115",Roman Provincial,,27BC-14,,Alloy coin.,,alloy,,coin,Minted in: Thessaloniki,Roman Empire,,6.92
226,,Ruler:  Augustus (Octavian),"BMC Greek (Macedonia) 60, p.115",Roman Provincial,,27BC-14,,Alloy coin.,,alloy,,coin,Minted in: Thessaloniki,Roman Empire,,9.24
227,,Ruler:  Augustus (Octavian),"BMC Greek (Macedonia) 58, p.115",Roman Provincial,,27BC-14,,Alloy coin.,,alloy,,coin,Minted in: Thessaloniki,Roman Empire,,11.24
228,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1920,0805.1708",coin,Minted in: Philippi,Roman Empire,,9.71
229,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1920,0805.1237",coin,Minted in: Pella,Roman Empire,,8.05
230,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1920,0805.772",coin,Minted in: Corinth,Roman Empire,,1.3
231,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1920,0805.1699",coin,Minted in: Corinth,Roman Empire,,3.61
232,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1920,0805.1700",coin,Minted in: Corinth,Roman Empire,,2.93
233,,Ruler:  Augustus (Octavian),"BMC Greek (Macedonia) 77, p.52",Roman Provincial,,27BC-14,,Alloy coin.,,alloy,,coin,Minted in: Amphipolis,Roman Empire,,9.5
234,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1920,0805.1678",coin,Minted in: Amphipolis,Roman Empire,,11.75
235,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1958,0304.75",coin,Minted in: Amphipolis,Roman Empire,,7.93
236,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1931,0701.9",coin,Minted in: Amphipolis,Roman Empire,,6.33
237,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1866,1201.3419",coin,Minted in: Amphipolis,Roman Empire,,5.88
238,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),RPC Supplement II S2-I-3522A,Roman Provincial,,27BC-14,,"Copper Alloy coin.(obverse) Head of Augustus, right.","[{u'Inscription Translation': u'of (the people of) Sagalassos', u'Inscription Content': u'CΑΓΑΛΑC[...]Ν', u'Inscription Transliteration': u'SAGALAS[...]N', u'Inscription Script': u'Greek', u'Inscription Language': u'Greek', u'Inscription Type': u'inscription', u'Inscription Position': u'reverse'}]",copper alloy,"2001,0335.2",coin,Minted in: Sagalassus,Roman Empire,emperor/empress,11.6
239,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),SNG Copenhagen 1 (type),Roman Provincial,,27BC-14 (circa),,"Copper alloy coin.(obverse) Bare head of Augustus, right.","[{u'Inscription Translation': u'Caesar Augustus Emperor', u'Inscription Content': u'[ΚΑΙСΑΡ ΑΥΤΟΚΡΑΤΟΡΟС]', u'Inscription Transliteration': u'KAISAR AUTOKRATOROS', u'Inscription Script': u'Greek', u'Inscription Language': u'Greek', u'Inscription Type': u'inscription', u'Inscription Position': u'reverse'}]",copper alloy,"2009,4181.54",coin,Minted in: Alexandria (Egypt),Roman Empire,emperor/empress,17.17
240,,Ruler:  Augustus (Octavian),RPC1 2427/4,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1975,0411.208",coin,Minted in: Aegae,Roman Empire,,
241,,Ruler:  Augustus (Octavian),,Roman Provincial,,27BC-14,,Alloy coin.,,alloy,"1914,0609.3",coin,Minted in: Dium (?),Roman Empire,,15.13
242,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),RPC1 441/42,Roman Provincial,,27BC-14,as,"Copper alloy coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Script': u'Latin', u'Inscription Content': u'MV CAL IVLIA AVGVSTVS', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,G.3056,coin,Minted in: Calagurris,Roman Empire,mammal,12.97
243,Portrait of: Augustus (Octavian),Ruler:  Augustus (Octavian),RPC1 433/36,Roman Provincial,,27BC-14,as,"Copper alloy coin.(obverse) Bare head of Augustus, right.","[{u'Inscription Script': u'Latin', u'Inscription Content': u'MVN CAL IVL', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,G.3055,coin,Minted in: Calagurris,Roman Empire,mammal,9.42
244,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),RPC1 405/13,Roman Provincial,,2BC-14,as,"Copper alloy coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Script': u'Latin', u'Inscription Content': u'IMP AVGVSTVS P P', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'MVN', u'Inscription Script': u'Latin', u'Inscription Language': u'Latin', u'Inscription Comment': u'within wreath', u'Inscription Position': u'reverse field', u'Inscription Type': u'inscription'}]",copper alloy,G.3052,coin,Minted in: Turiaso,Roman Empire,emperor/empress,14.51
245,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),"RIC1 300, pg. 63",Roman Imperial,crudely mounted denarius of Augustus,27BC-14,denarius,Silver coin (with mount for suspension).(obverse) Head of Augustus.,"[{u'Inscription Content': u'[...]', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",silver,"1856,0701.5115",pendant,Minted in: Rome,Roman Empire,planet/constellation,
246,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),RPC1 403/15,Roman Provincial,,2BC-14,as,"Copper alloy coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Script': u'Latin', u'Inscription Content': u'IMP AVGVSTVS P P', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,G.3051,coin,Minted in: Turiaso,Roman Empire,emperor/empress,13.31
247,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),RPC1 285/11,Roman Provincial,,2BC-14,as,"Copper alloy coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Script': u'Latin', u'Inscription Content': u'AVGVSTVS DIVI F PONT MAX PATER PATRIAI', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,G.3036,coin,Minted in: Osca,Roman Empire,equestrian,12.4
248,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),RPC1 289/8,Roman Provincial,,2BC-14,as,"Copper alloy coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Script': u'Latin', u'Inscription Content': u'AVGVSTVS PATER PATRIAI', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,G.3035,coin,Minted in: Osca,Roman Empire,equestrian,13.15
249,Named in inscription & portrayed: Tiberius,Ruler:  Augustus (Octavian),RPC1 215/16,Roman Provincial,,4-14,as,"Copper alloy coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Script': u'Latin', u'Inscription Content': u'TI CAESAR C V T', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,G.3016,coin,Minted in: Tarraco,Roman Empire,emperor/empress,8.96
250,Named in inscription & portrayed: Tiberius,Ruler:  Augustus (Octavian),RPC1 215/15,Roman Provincial,,4-14,as,"Copper alloy coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Script': u'Latin', u'Inscription Content': u'IMP CAES AVG TR POT PON MAX P P', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,G.3015,coin,Minted in: Tarraco,Roman Empire,emperor/empress,9.44
251,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),RPC1 4087.4,Roman Provincial,,27BC-14,,"Copper alloy coin.(obverse) Bare head of Augustus, right.","[{u'Inscription Content': u'[ΘΕΟΥ ΥΙΟΥ] ΚΑΙCAPOC', u'Inscription Transliteration': u'[THEOU UIOU] KAISAROS', u'Inscription Script': u'Greek', u'Inscription Language': u'Greek', u'Inscription Type': u'inscription', u'Inscription Position': u'obverse'}]",copper alloy,"1991,0130.104",coin,Minted in: Damascus,Roman Empire,emperor/empress,6.52
252,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),,Roman Imperial,Moneyer uncertain.,27BC-14,as,"Copper alloy coin.(obverse) Head of Augustus, bare, right.","[{u'Inscription Content': u'[...]', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'TIB.IM', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'countermark'}, {u'Inscription Content': u'[...] IIIVIR.A.A.A.[F.F.]', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'clockwise', u'Inscription Type': u'inscription'}]",copper alloy,"1913,0713.24",coin,Minted in: Rome,Roman Empire,emperor/empress,9.21
253,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),,Roman Imperial,Moneyer uncertain.,27BC-14,as,"Copper alloy coin.(obverse) Head of Augustus, bare, right.","[{u'Inscription Content': u'[...]', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'TIB.IMP', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'countermark'}, {u'Inscription Content': u'[...]VS.III.VIR.A.A.A.F.F.', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'S.C', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'in centre', u'Inscription Type': u'inscription'}]",copper alloy,"1913,0713.18",coin,Minted in: Rome,Roman Empire,emperor/empress,9.71
254,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),,Roman Imperial,Moneyer uncertain.,27BC-14,as,"Copper alloy coin.(obverse) Head of Augustus, bare, right.","[{u'Inscription Content': u'[...]', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'CAESAR', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'monogram', u'Inscription Type': u'countermark'}]",copper alloy,"1925,0716.1",coin,Minted in: Rome,Roman Empire,emperor/empress,6.26
255,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),,Roman Imperial,Moneyer uncertain.,27BC-14,as,"Copper alloy coin.(obverse) Head of Augustus, bare, left.","[{u'Inscription Content': u'[CAE]SAR AVG[...]', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'CAESAR', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'monogram', u'Inscription Type': u'countermark'}, {u'Inscription Content': u'[...]', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'not legible', u'Inscription Type': u'inscription'}]",copper alloy,"1936,0121.6",coin,Minted in: Rome,Roman Empire,emperor/empress,9.92
